#--it-----t--------dt-------rhomin------rhomax-------umax--------urms--------brms--------bmax--------arms--------amax--------ubm--------ubrms-------divum-------divu2m------Sij2m-------ab_int------jb_int------ub_int-------abm------visc_heatm-
  315    0.303  1.01E-03 9.75850E-01 1.02294E+00 1.57323E-01 3.79218E-02 4.54208E-02 1.71613E-01 5.42138E-04 2.24721E-03 -3.0754E-08 9.91996E-04 -1.4495E-11 3.06906E-01 2.15176E+01 -1.1141E-06 -2.7463E-02 -7.6286E-06 -4.4915E-09 9.65952E-06
  320    0.308  1.01E-03 9.77805E-01 1.02271E+00 1.55919E-01 3.76395E-02 4.50189E-02 1.69719E-01 5.40346E-04 2.23996E-03 -3.2992E-08 9.76634E-04  2.1572E-11 3.02353E-01 2.10534E+01 -1.1085E-06 -2.7230E-02 -8.1836E-06 -4.4687E-09 9.42806E-06
  325    0.313  1.01E-03 9.78393E-01 1.02222E+00 1.54512E-01 3.73616E-02 4.46263E-02 1.67481E-01 5.38590E-04 2.23250E-03 -3.5228E-08 9.61699E-04 -1.3870E-11 2.97911E-01 2.06037E+01 -1.1029E-06 -2.7001E-02 -8.7382E-06 -4.4462E-09 9.20396E-06
  330    0.318  1.01E-03 9.78622E-01 1.02357E+00 1.52082E-01 3.70887E-02 4.42437E-02 1.66190E-01 5.36872E-04 2.22462E-03 -3.7458E-08 9.47212E-04  2.5352E-11 2.93549E-01 2.01692E+01 -1.0974E-06 -2.6794E-02 -9.2914E-06 -4.4240E-09 8.98679E-06
  335    0.323  1.01E-03 9.78732E-01 1.02432E+00 1.48886E-01 3.68203E-02 4.38701E-02 1.65597E-01 5.35188E-04 2.21637E-03 -3.9683E-08 9.33121E-04  2.3078E-11 2.89333E-01 1.97487E+01 -1.0919E-06 -2.6608E-02 -9.8433E-06 -4.4020E-09 8.77781E-06
  340    0.328  1.02E-03 9.74600E-01 1.02285E+00 1.46818E-01 3.65559E-02 4.35049E-02 1.64775E-01 5.33535E-04 2.20810E-03 -4.1900E-08 9.19392E-04 -6.2528E-13 2.85241E-01 1.93412E+01 -1.0865E-06 -2.6431E-02 -1.0393E-05 -4.3802E-09 8.57692E-06
  345    0.333  1.02E-03 9.76227E-01 1.02156E+00 1.46842E-01 3.62960E-02 4.31481E-02 1.63828E-01 5.31915E-04 2.20006E-03 -4.4102E-08 9.06029E-04  5.4854E-12 2.81293E-01 1.89466E+01 -1.0811E-06 -2.6251E-02 -1.0940E-05 -4.3584E-09 8.38767E-06
  350    0.338  1.02E-03 9.78643E-01 1.02195E+00 1.47690E-01 3.60404E-02 4.27996E-02 1.62887E-01 5.30327E-04 2.19212E-03 -4.6286E-08 8.93027E-04  2.3050E-11 2.77393E-01 1.85645E+01 -1.0757E-06 -2.6058E-02 -1.1481E-05 -4.3367E-09 8.19792E-06
  355    0.344  1.02E-03 9.79546E-01 1.02119E+00 1.47653E-01 3.57890E-02 4.24589E-02 1.61982E-01 5.28769E-04 2.18391E-03 -4.8449E-08 8.80377E-04  3.7517E-11 2.73626E-01 1.81943E+01 -1.0704E-06 -2.5851E-02 -1.2018E-05 -4.3152E-09 8.01785E-06
  360    0.349  1.02E-03 9.78789E-01 1.02326E+00 1.46416E-01 3.55419E-02 4.21258E-02 1.61033E-01 5.27240E-04 2.17517E-03 -5.0596E-08 8.68063E-04 -6.5370E-12 2.70059E-01 1.78356E+01 -1.0651E-06 -2.5633E-02 -1.2550E-05 -4.2939E-09 7.84823E-06
  365    0.354  1.02E-03 9.79137E-01 1.02235E+00 1.44942E-01 3.52985E-02 4.17999E-02 1.59958E-01 5.25739E-04 2.17013E-03 -5.2721E-08 8.56066E-04  1.5717E-11 2.66534E-01 1.74877E+01 -1.0599E-06 -2.5409E-02 -1.3077E-05 -4.2728E-09 7.68204E-06
  370    0.359  1.02E-03 9.78498E-01 1.02064E+00 1.43701E-01 3.50592E-02 4.14812E-02 1.58730E-01 5.24266E-04 2.16775E-03 -5.4816E-08 8.44381E-04  1.9497E-11 2.63049E-01 1.71504E+01 -1.0547E-06 -2.5187E-02 -1.3597E-05 -4.2519E-09 7.52129E-06
  375    0.364  1.02E-03 9.79447E-01 1.02100E+00 1.41845E-01 3.48241E-02 4.11697E-02 1.57370E-01 5.22821E-04 2.16540E-03 -5.6883E-08 8.33007E-04 -4.2746E-11 2.59704E-01 1.68237E+01 -1.0496E-06 -2.4977E-02 -1.4110E-05 -4.2314E-09 7.36730E-06
  380    0.369  1.02E-03 9.79485E-01 1.02310E+00 1.38687E-01 3.45924E-02 4.08644E-02 1.55925E-01 5.21400E-04 2.16299E-03 -5.8933E-08 8.21903E-04  1.1823E-11 2.56432E-01 1.65062E+01 -1.0446E-06 -2.4781E-02 -1.4618E-05 -4.2112E-09 7.21707E-06
  385    0.374  1.02E-03 9.79193E-01 1.02007E+00 1.37690E-01 3.43644E-02 4.05655E-02 1.54414E-01 5.20004E-04 2.16037E-03 -6.0961E-08 8.11077E-04  1.0687E-11 2.53227E-01 1.61982E+01 -1.0396E-06 -2.4592E-02 -1.5121E-05 -4.1913E-09 7.07122E-06
  390    0.379  1.02E-03 9.79418E-01 1.02086E+00 1.35802E-01 3.41402E-02 4.02727E-02 1.52771E-01 5.18633E-04 2.15745E-03 -6.2960E-08 8.00515E-04 -2.4386E-11 2.50149E-01 1.58993E+01 -1.0348E-06 -2.4402E-02 -1.5617E-05 -4.1716E-09 6.93188E-06
  395    0.384  1.02E-03 9.78969E-01 1.02118E+00 1.33656E-01 3.39195E-02 3.99860E-02 1.50943E-01 5.17285E-04 2.15434E-03 -6.4922E-08 7.90204E-04 -4.3086E-12 2.47159E-01 1.56090E+01 -1.0299E-06 -2.4209E-02 -1.6104E-05 -4.1520E-09 6.79671E-06
  400    0.389  1.02E-03 9.80008E-01 1.02050E+00 1.32695E-01 3.37023E-02 3.97050E-02 1.49035E-01 5.15960E-04 2.15122E-03 -6.6839E-08 7.80144E-04 -4.1155E-11 2.44225E-01 1.53271E+01 -1.0251E-06 -2.4020E-02 -1.6579E-05 -4.1327E-09 6.66691E-06
