#--it-----t--------dt-----zredshift--ion_frac----nu_tdep--alpha_drag---rhomin-----rhomax------umax-------urms-------brms-------bmax-------arms-------amax--------ubm--------ubrms------divum------divu2m------ab_int------jb_int------ub_int-------abm-----
  240    0.049  1.53E-04  5032.2676 1.0797E+00 1.0000E-17 1.0459E+04 3.6278E-01 1.5731E+00 3.0480E+00 5.4305E-03 3.4106E-01 1.4619E+00 9.6983E-04 3.9776E-03 -7.7545E-10 4.4831E-04 -6.5686E-13 3.3877E-01  5.7047E-07  1.8803E-01 -1.9235E-07  2.2998E-09
  245    0.050  2.60E-05  5028.0322 1.0797E+00 1.0000E-17 1.0437E+04 4.1868E-01 1.6078E+00 1.9563E+01 5.4386E-03 3.4041E-01 1.4599E+00 9.6853E-04 3.9754E-03 -9.2383E-10 4.8254E-04 -2.6780E-12 3.6699E-01  5.7038E-07  1.8788E-01 -2.2916E-07  2.2995E-09
  250    0.051  5.34E-05  5025.2124 1.0797E+00 1.0000E-17 1.0421E+04 4.0506E-01 1.6054E+00 1.0236E+01 5.3749E-03 3.3998E-01 1.4586E+00 9.6768E-04 3.9740E-03 -9.4857E-10 4.6234E-04 -3.5538E-12 3.1374E-01  5.7032E-07  1.8777E-01 -2.3529E-07  2.2992E-09
  255    0.052  3.89E-04  5022.5259 1.0797E+00 1.0000E-17 1.0408E+04 4.1406E-01 1.5968E+00 1.0603E+00 5.3346E-03 3.3958E-01 1.4574E+00 9.6691E-04 3.9727E-03 -6.9134E-10 4.5679E-04  3.6969E-12 2.8836E-01  5.7027E-07  1.8768E-01 -1.7149E-07  2.2990E-09
  260    0.053  1.72E-04  5018.7744 1.0797E+00 1.0000E-17 1.0389E+04 3.9755E-01 1.6529E+00 2.8395E+00 5.3044E-03 3.3909E-01 1.4559E+00 9.6593E-04 3.9710E-03 -7.5279E-10 4.6019E-04  4.2948E-13 2.7441E-01  5.7020E-07  1.8755E-01 -1.8673E-07  2.2987E-09
  265    0.054  5.52E-05  5014.6343 1.0797E+00 1.0000E-17 1.0368E+04 3.0238E-01 1.7787E+00 8.3993E+00 5.2737E-03 3.3848E-01 1.4540E+00 9.6472E-04 3.9689E-03 -2.9658E-10 4.6676E-04  4.4380E-12 2.6737E-01  5.7012E-07  1.8739E-01 -7.3567E-08  2.2984E-09
  270    0.055  4.23E-04  5012.0317 1.0797E+00 1.0000E-17 1.0354E+04 3.4265E-01 1.7740E+00 1.0229E+00 5.2425E-03 3.3811E-01 1.4529E+00 9.6399E-04 3.9676E-03 -7.0329E-10 4.6524E-04  1.4569E-12 2.4643E-01  5.7007E-07  1.8729E-01 -1.7445E-07  2.2982E-09
  275    0.057  1.31E-04  5007.7129 1.0797E+00 1.0000E-17 1.0331E+04 3.3515E-01 1.8348E+00 4.1299E+00 5.2072E-03 3.3749E-01 1.4510E+00 9.6276E-04 3.9654E-03 -5.1727E-10 4.6982E-04 -5.9370E-12 2.3271E-01  5.6997E-07  1.8712E-01 -1.2831E-07  2.2978E-09
  280    0.058  5.08E-04  5003.9683 1.0797E+00 1.0000E-17 1.0312E+04 3.5983E-01 1.8369E+00 8.4666E-01 5.1752E-03 3.3700E-01 1.4495E+00 9.6179E-04 3.9637E-03 -8.0307E-10 4.7114E-04 -1.7011E-12 2.1918E-01  5.6990E-07  1.8698E-01 -1.9920E-07  2.2975E-09
  285    0.059  5.68E-04  5000.0068 1.0797E+00 1.0000E-17 1.0293E+04 3.6750E-01 1.8566E+00 6.5217E-01 5.1445E-03 3.3649E-01 1.4479E+00 9.6077E-04 3.9619E-03 -7.9217E-10 4.7372E-04  4.8675E-12 2.0772E-01  5.6983E-07  1.8684E-01 -1.9650E-07  2.2972E-09
  290    0.060  5.44E-05  4995.7100 1.0797E+00 1.0000E-17 1.0270E+04 3.5433E-01 1.7772E+00 1.3255E+01 5.1320E-03 3.3589E-01 1.4460E+00 9.5958E-04 3.9604E-03 -9.7035E-10 4.8425E-04  5.0106E-12 2.0189E-01  5.6975E-07  1.8667E-01 -2.4070E-07  2.2969E-09
  295    0.061  3.09E-05  4991.0010 1.0797E+00 1.0000E-17 1.0247E+04 2.9129E-01 2.2418E+00 1.4430E+01 5.1110E-03 3.3531E-01 1.4442E+00 9.5844E-04 3.9596E-03 -1.3615E-09 4.9629E-04  1.2632E-13 2.1814E-01  5.6967E-07  1.8649E-01 -3.3773E-07  2.2966E-09
  300    0.062  2.20E-04  4989.2246 1.0797E+00 1.0000E-17 1.0235E+04 3.6448E-01 1.7884E+00 2.5556E+00 5.0608E-03 3.3502E-01 1.4433E+00 9.5787E-04 3.9592E-03 -9.0133E-10 4.8119E-04  3.4527E-13 1.7924E-01  5.6963E-07  1.8641E-01 -2.2358E-07  2.2964E-09
  305    0.063  6.72E-04  4985.3662 1.0797E+00 1.0000E-17 1.0217E+04 3.6278E-01 1.7489E+00 3.6220E-01 5.0325E-03 3.3456E-01 1.4418E+00 9.5695E-04 3.9586E-03 -7.9081E-10 4.8242E-04  4.2106E-14 1.7073E-01  5.6956E-07  1.8627E-01 -1.9616E-07  2.2962E-09
  310    0.064  5.08E-04  4981.3311 1.0797E+00 1.0000E-17 1.0195E+04 3.6442E-01 1.6813E+00 7.0060E-01 5.0022E-03 3.3402E-01 1.4401E+00 9.5589E-04 3.9579E-03 -8.5788E-10 4.8462E-04  1.7348E-12 1.6201E-01  5.6948E-07  1.8610E-01 -2.1280E-07  2.2958E-09
  315    0.066  1.55E-04  4977.6240 1.0797E+00 1.0000E-17 1.0178E+04 3.5565E-01 1.6416E+00 2.9840E+00 4.9788E-03 3.3358E-01 1.4387E+00 9.5501E-04 3.9572E-03 -7.7387E-10 4.8682E-04  5.4570E-12 1.5663E-01  5.6940E-07  1.8596E-01 -1.9196E-07  2.2955E-09
  320    0.067  8.57E-05  4974.3760 1.0795E+00 1.0000E-17 1.0160E+04 3.5522E-01 1.5850E+00 6.2694E+00 4.9580E-03 3.3315E-01 1.4373E+00 9.5416E-04 3.9566E-03 -1.1627E-09 4.8924E-04  1.2042E-12 1.5247E-01  5.6932E-07  1.8582E-01 -2.8841E-07  2.2952E-09
  325    0.067  3.16E-04  4970.9653 1.0795E+00 1.0000E-17 1.0144E+04 3.5944E-01 1.5836E+00 1.4237E+00 4.9331E-03 3.3278E-01 1.4361E+00 9.5342E-04 3.9561E-03 -8.7109E-10 4.8937E-04 -7.4949E-13 1.4398E-01  5.6926E-07  1.8569E-01 -2.1607E-07  2.2949E-09
  330    0.069  1.37E-04  4966.9941 1.0795E+00 1.0000E-17 1.0123E+04 3.2897E-01 1.5827E+00 2.9357E+00 4.9087E-03 3.3229E-01 1.4345E+00 9.5245E-04 3.9554E-03 -7.7616E-10 4.9255E-04 -1.9032E-12 1.3971E-01  5.6917E-07  1.8553E-01 -1.9253E-07  2.2946E-09
  335    0.070  3.53E-05  4962.6738 1.0795E+00 1.0000E-17 1.0101E+04 3.4829E-01 1.8047E+00 1.1204E+01 4.9075E-03 3.3176E-01 1.4328E+00 9.5140E-04 3.9546E-03 -2.1596E-09 5.0296E-04 -3.1074E-12 1.5344E-01  5.6910E-07  1.8535E-01 -5.3568E-07  2.2943E-09
  340    0.071  6.50E-05  4960.0347 1.0795E+00 1.0000E-17 1.0088E+04 3.4930E-01 1.6232E+00 5.2825E+00 4.8692E-03 3.3144E-01 1.4318E+00 9.5078E-04 3.9541E-03 -1.7840E-09 4.9691E-04  1.6674E-12 1.3541E-01  5.6905E-07  1.8525E-01 -4.4253E-07  2.2941E-09
  345    0.072  2.33E-05  4956.0317 1.0795E+00 1.0000E-17 1.0067E+04 2.8083E-01 1.6693E+00 1.4337E+01 4.8879E-03 3.3096E-01 1.4302E+00 9.4983E-04 3.9534E-03  2.5754E-09 5.1718E-04  5.8949E-13 1.7735E-01  5.6897E-07  1.8509E-01  6.3883E-07  2.2938E-09
  350    0.073  5.14E-04  4954.3682 1.0795E+00 1.0000E-17 1.0057E+04 3.2263E-01 1.6899E+00 7.6556E-01 4.8226E-03 3.3072E-01 1.4294E+00 9.4935E-04 3.9530E-03 -8.8652E-10 4.9586E-04  1.2716E-12 1.1977E-01  5.6893E-07  1.8501E-01 -2.1990E-07  2.2936E-09
  355    0.074  4.21E-05  4949.3682 1.0795E+00 1.0000E-17 1.0034E+04 3.2570E-01 1.6246E+00 9.8871E+00 4.8107E-03 3.3019E-01 1.4277E+00 9.4830E-04 3.9522E-03  9.7527E-10 5.0397E-04  1.2211E-12 1.3121E-01  5.6884E-07  1.8482E-01  2.4192E-07  2.2933E-09
  360    0.075  2.47E-04  4946.7759 1.0795E+00 1.0000E-17 1.0021E+04 3.2704E-01 1.5960E+00 1.5767E+00 4.7797E-03 3.2989E-01 1.4267E+00 9.4771E-04 3.9518E-03 -1.0126E-09 4.9814E-04  2.4758E-12 1.1228E-01  5.6879E-07  1.8472E-01 -2.5117E-07  2.2930E-09
  365    0.076  1.38E-04  4943.7017 1.0795E+00 1.0000E-17 1.0003E+04 3.1716E-01 1.6513E+00 3.1788E+00 4.7604E-03 3.2949E-01 1.4254E+00 9.4692E-04 3.9511E-03 -8.6455E-10 4.9961E-04 -2.1474E-12 1.1015E-01  5.6872E-07  1.8457E-01 -2.1445E-07  2.2927E-09
  370    0.077  2.38E-04  4940.1143 1.0795E+00 1.0000E-17 9.9867E+03 3.2068E-01 1.5870E+00 1.9776E+00 4.7406E-03 3.2913E-01 1.4241E+00 9.4619E-04 3.9505E-03 -8.6762E-10 5.0003E-04 -1.0274E-12 1.0585E-01  5.6865E-07  1.8444E-01 -2.1521E-07  2.2925E-09
  375    0.078  2.77E-04  4937.0415 1.0795E+00 1.0000E-17 9.9704E+03 3.1792E-01 1.6220E+00 1.6050E+00 4.7216E-03 3.2875E-01 1.4229E+00 9.4546E-04 3.9499E-03 -9.6817E-10 5.0082E-04 -1.2632E-13 1.0287E-01  5.6858E-07  1.8430E-01 -2.4015E-07  2.2922E-09
  380    0.079  5.25E-04  4933.3340 1.0795E+00 1.0000E-17 9.9520E+03 3.2118E-01 1.8141E+00 6.7097E-01 4.7012E-03 3.2836E-01 1.4215E+00 9.4467E-04 3.9493E-03 -8.5402E-10 5.0154E-04  5.8107E-13 9.9626E-02  5.6851E-07  1.8416E-01 -2.1184E-07  2.2919E-09
  385    0.080  1.12E-04  4929.3628 1.0795E+00 1.0000E-17 9.9328E+03 3.3098E-01 1.5729E+00 4.6199E+00 4.6820E-03 3.2793E-01 1.4201E+00 9.4383E-04 3.9486E-03 -1.1672E-09 5.0262E-04 -2.6106E-13 9.8417E-02  5.6843E-07  1.8400E-01 -2.8953E-07  2.2916E-09
