#--it-----t--------dt-----zredshift---ion_frac---alpha_drag---nu_tdep------rhomin------rhomax-------umax--------urms--------brms--------bmax--------arms--------amax--------ubm--------ubrms-------divum-------divu2m------ab_int------jb_int------ub_int-------abm------visc_heatm-
  265    0.055  2.83E-04  5014.3755 1.07967E+00 1.03656E+04 1.00001E-17 4.45435E-01 1.81558E+00 1.55500E+00 1.58717E-03 3.89988E-01 1.39344E+00 1.63596E-01 3.61815E-01  8.3611E-11 1.81102E-04  3.3348E-12 4.62332E-02  1.8198E-01  6.8459E-01  2.0739E-08  7.3363E-04 1.37851E-06
  270    0.056  4.47E-05  5008.3032 1.07967E+00 1.03360E+04 1.00001E-17 4.49151E-01 2.02073E+00 1.18936E+01 1.68203E-03 3.89874E-01 1.39079E+00 1.63596E-01 3.61815E-01  2.2003E-09 3.91512E-04  5.6422E-13 6.13036E-02  1.8198E-01  6.8467E-01  5.4578E-07  7.3363E-04 4.44625E-04
  275    0.057  6.11E-05  5005.2993 1.07967E+00 1.03182E+04 1.00001E-17 4.51331E-01 1.98253E+00 9.01460E+00 1.59262E-03 3.89807E-01 1.38922E+00 1.63596E-01 3.61815E-01  1.7175E-10 2.44923E-04  7.4107E-13 4.74768E-02  1.8198E-01  6.8471E-01  4.2603E-08  7.3363E-04 9.92007E-05
  280    0.058  6.50E-04  5002.5591 1.07967E+00 1.03040E+04 1.00001E-17 4.53045E-01 1.99941E+00 2.06626E-01 1.56842E-03 3.89753E-01 1.38798E+00 1.63596E-01 3.61814E-01  3.6774E-12 1.83112E-04  6.6865E-12 4.07248E-02  1.8198E-01  6.8474E-01  9.1219E-10  7.3363E-04 2.50793E-07
  285    0.059  1.27E-04  4997.6318 1.07967E+00 1.02808E+04 1.00001E-17 4.55758E-01 2.02951E+00 3.44491E+00 1.56961E-03 3.89666E-01 1.38600E+00 1.63596E-01 3.61814E-01  1.5855E-10 2.02189E-04  3.1243E-12 4.17770E-02  1.8198E-01  6.8480E-01  3.9328E-08  7.3363E-04 2.40656E-05
  290    0.061  4.98E-05  4993.6343 1.07967E+00 1.02607E+04 1.00001E-17 4.58165E-01 2.04280E+00 1.02667E+01 1.62927E-03 3.89588E-01 1.38422E+00 1.63596E-01 3.61814E-01  3.2474E-10 3.24187E-04  2.9980E-12 5.52760E-02  1.8198E-01  6.8485E-01  8.0550E-08  7.3363E-04 3.96992E-04
  295    0.062  5.15E-04  4990.8057 1.07967E+00 1.02453E+04 1.00001E-17 4.59827E-01 1.99935E+00 5.70205E-01 1.55297E-03 3.89533E-01 1.38299E+00 1.63596E-01 3.61813E-01 -3.7151E-11 1.88272E-04 -2.6106E-12 3.64798E-02  1.8198E-01  6.8488E-01 -9.2161E-09  7.3363E-04 2.49071E-07
  300    0.063  2.25E-04  4986.9536 1.07967E+00 1.02260E+04 1.00001E-17 4.61979E-01 2.05409E+00 2.44232E+00 1.54986E-03 3.89460E-01 1.38139E+00 1.63596E-01 3.61813E-01 -5.4288E-11 1.93945E-04  2.2485E-12 3.54383E-02  1.8198E-01  6.8491E-01 -1.3466E-08  7.3363E-04 1.02601E-06
  305    0.064  1.26E-04  4982.6978 1.07967E+00 1.02027E+04 1.00001E-17 4.64398E-01 2.07972E+00 5.59588E+00 1.55983E-03 3.89377E-01 1.37957E+00 1.63596E-01 3.61813E-01  5.6719E-10 2.24941E-04 -2.5180E-12 3.55421E-02  1.8198E-01  6.8495E-01  1.4069E-07  7.3363E-04 1.33260E-05
  310    0.065  5.83E-04  4978.9536 1.07967E+00 1.01846E+04 1.00001E-17 4.66316E-01 1.95293E+00 4.94289E-01 1.53784E-03 3.89311E-01 1.37812E+00 1.63596E-01 3.61813E-01 -2.7631E-11 1.91865E-04 -1.9453E-12 3.26324E-02  1.8198E-01  6.8498E-01 -6.8544E-09  7.3362E-04 1.76125E-07
  315    0.066  1.78E-04  4974.6538 1.07951E+00 1.01620E+04 1.00001E-17 4.68686E-01 1.97058E+00 4.13173E+00 1.53660E-03 3.89226E-01 1.37630E+00 1.63596E-01 3.61812E-01 -5.8870E-10 2.02420E-04 -3.9159E-12 3.14310E-02  1.8198E-01  6.8503E-01 -1.4603E-07  7.3362E-04 3.50709E-07
  320    0.068  6.90E-05  4970.3682 1.07951E+00 1.01387E+04 1.00001E-17 4.70987E-01 2.04421E+00 1.00785E+01 1.54200E-03 3.89143E-01 1.37453E+00 1.63596E-01 3.61812E-01 -7.8090E-10 2.40414E-04  1.0021E-12 3.32089E-02  1.8198E-01  6.8506E-01 -1.9370E-07  7.3363E-04 3.83962E-05
  325    0.069  4.63E-04  4966.6343 1.07951E+00 1.01203E+04 1.00001E-17 4.72751E-01 1.90215E+00 8.88259E-01 1.52335E-03 3.89078E-01 1.37316E+00 1.63596E-01 3.61812E-01  8.0024E-11 1.96338E-04 -7.5118E-12 2.91341E-02  1.8198E-01  6.8508E-01  1.9849E-08  7.3363E-04 1.52805E-07
  330    0.070  8.07E-05  4961.6665 1.07951E+00 1.00966E+04 1.00001E-17 4.74980E-01 1.87511E+00 5.65802E+00 1.52677E-03 3.88995E-01 1.37141E+00 1.63596E-01 3.61811E-01 -1.1056E-10 2.12236E-04  5.5580E-13 3.14086E-02  1.8198E-01  6.8512E-01 -2.7425E-08  7.3363E-04 5.17012E-05
  335    0.071  1.66E-04  4958.6973 1.07951E+00 1.00805E+04 1.00001E-17 4.76506E-01 1.86232E+00 2.89908E+00 1.51723E-03 3.88937E-01 1.37020E+00 1.63596E-01 3.61811E-01 -3.9098E-10 2.01998E-04  6.4675E-12 2.81179E-02  1.8198E-01  6.8513E-01 -9.6981E-08  7.3363E-04 5.91149E-06
